be_trigger_mult	partial_frac	lock_atr_mult	adx_min	atr_min_pct	breakout_min_delta	result_line	diag3_line	reasons_line
1.0	0.25	0.4	25	0.0025	0.0006	2026-02-10 04:35:58.437 | INFO     | __main__:main:653 - RESULT | trades=22 wins=7 losses=15 winrate=31.82% pnl_total=-0.421957276171333328877492370 max_dd=0.421957276171333328877492370 pf=0.4468085021008816793090693625 avg_win=0.04868737633807936501744832157 avg_loss=0.05085126070252592559997537473 expectancy=-0.01917987618960606040352238045 avg_trade_bars=4.45 open_position=False	2026-02-10 04:35:58.437 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=2 pnl=0.033423199666857162231360083 avg_pnl=0.0167115998334285811156800415 avg_bars=4.00 | sl: n=15 pnl=-0.762768910537888883999630621 avg_pnl=-0.05085126070252592559997537473 avg_bars=4.13 | tp: n=5 pnl=0.307388434699698392890778168 avg_pnl=0.0614776869399396785781556336 avg_bars=5.60	2026-02-10 04:35:58.437 | INFO     | __main__:main:670 - REASONS | {'sl': 15, 'tp': 5, 'be': 2}
1.0	0.25	0.4	25	0.0015	0.0010	2026-02-10 04:36:05.638 | INFO     | __main__:main:653 - RESULT | trades=30 wins=7 losses=23 winrate=23.33% pnl_total=-0.725715289016392644762162584 max_dd=0.725715289016392644762162584 pf=0.3194542449843271194700148330 avg_win=0.04866531813783050296420170486 avg_loss=0.04636402243396548545702497904 expectancy=-0.02419050963387975482540541947 avg_trade_bars=3.97 open_position=False	2026-02-10 04:36:05.637 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=2 pnl=0.033422766726597477570142869 avg_pnl=0.0167113833632987387850714345 avg_bars=4.00 | sl: n=23 pnl=-1.066372515981206165511574518 avg_pnl=-0.04636402243396548545702497904 avg_bars=3.61 | tp: n=5 pnl=0.307234460238216043179269065 avg_pnl=0.061446892047643208635853813 avg_bars=5.60	2026-02-10 04:36:05.638 | INFO     | __main__:main:670 - REASONS | {'sl': 23, 'tp': 5, 'be': 2}
1.0	0.25	0.4	25	0.0020	0.0010	2026-02-10 04:36:33.868 | INFO     | __main__:main:653 - RESULT | trades=25 wins=7 losses=18 winrate=28.00% pnl_total=-0.548403057647565195186963846 max_dd=0.548403057647565195186963846 pf=0.3832714689328518999544667000 avg_win=0.04868714165236527239617517643 avg_loss=0.04940072495634011677556611561 expectancy=-0.02193612230590260780747855384 avg_trade_bars=4.16 open_position=False	2026-02-10 04:36:33.868 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=2 pnl=0.033423061633823215961881811 avg_pnl=0.0167115308169116079809409055 avg_bars=4.00 | sl: n=18 pnl=-0.889213049214122101960190081 avg_pnl=-0.04940072495634011677556611561 avg_bars=3.78 | tp: n=5 pnl=0.307386929932733690811344424 avg_pnl=0.0614773859865467381622688848 avg_bars=5.60	2026-02-10 04:36:33.869 | INFO     | __main__:main:670 - REASONS | {'sl': 18, 'tp': 5, 'be': 2}
1.0	0.25	0.4	25	0.0025	0.0010	2026-02-10 04:37:02.877 | INFO     | __main__:main:653 - RESULT | trades=22 wins=7 losses=15 winrate=31.82% pnl_total=-0.425045813900035036447274822 max_dd=0.425045813900035036447274822 pf=0.4450066198845936888698893750 avg_win=0.04868737633807936501744832157 avg_loss=0.0510571632177727061046275382 expectancy=-0.019320264268183410747603401 avg_trade_bars=4.55 open_position=False	2026-02-10 04:37:02.876 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=2 pnl=0.033423199666857162231360083 avg_pnl=0.0167115998334285811156800415 avg_bars=4.00 | sl: n=15 pnl=-0.765857448266590591569413073 avg_pnl=-0.0510571632177727061046275382 avg_bars=4.27 | tp: n=5 pnl=0.307388434699698392890778168 avg_pnl=0.0614776869399396785781556336 avg_bars=5.60	2026-02-10 04:37:02.877 | INFO     | __main__:main:670 - REASONS | {'sl': 15, 'tp': 5, 'be': 2}
1.0	0.25	0.4	25	0.0015	0.0015	2026-02-10 04:37:54.085 | INFO     | __main__:main:653 - RESULT | trades=28 wins=6 losses=22 winrate=21.43% pnl_total=-0.707516543524027224137597619 max_dd=0.707516543524027224137597619 pf=0.3123368086247852318285698680 avg_win=0.053559034428759271785328179 avg_loss=0.04676685227711740249316212241 expectancy=-0.02526844798300097229062848639 avg_trade_bars=4.00 open_position=False	2026-02-10 04:37:54.084 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185419959248177716676340 avg_pnl=0.014185419959248177716676340 avg_bars=5.00 | sl: n=22 pnl=-1.028870750096582854849566693 avg_pnl=-0.04676685227711740249316212241 avg_bars=3.59 | tp: n=5 pnl=0.307168786613307452995292734 avg_pnl=0.0614337573226614905990585468 avg_bars=5.60	2026-02-10 04:37:54.085 | INFO     | __main__:main:670 - REASONS | {'sl': 22, 'tp': 5, 'be': 1}
1.0	0.25	0.4	25	0.0020	0.0015	2026-02-10 04:38:10.964 | INFO     | __main__:main:653 - RESULT | trades=24 wins=6 losses=18 winrate=25.00% pnl_total=-0.567637455737095430179677388 max_dd=0.567637455737095430179677388 pf=0.3616385425730766645651062787 avg_win=0.05359544079986793448662661767 avg_loss=0.04940056114090572428330206078 expectancy=-0.02365156065571230959081989117 avg_trade_bars=4.21 open_position=False	2026-02-10 04:38:10.963 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185714866473916108415282 avg_pnl=0.014185714866473916108415282 avg_bars=5.00 | sl: n=18 pnl=-0.889210100536303037099437094 avg_pnl=-0.04940056114090572428330206078 avg_bars=3.78 | tp: n=5 pnl=0.307386929932733690811344424 avg_pnl=0.0614773859865467381622688848 avg_bars=5.60	2026-02-10 04:38:10.964 | INFO     | __main__:main:670 - REASONS | {'sl': 18, 'tp': 5, 'be': 1}
1.0	0.25	0.4	25	0.0025	0.0015	2026-02-10 04:38:16.615 | INFO     | __main__:main:653 - RESULT | trades=21 wins=6 losses=15 winrate=28.57% pnl_total=-0.444280211989565271439988364 max_dd=0.444280211989565271439988364 pf=0.4198895322438880839171678988 avg_win=0.053595714599867709211445287 avg_loss=0.0510569666392514351139106724 expectancy=-0.02115620057093167959238039829 avg_trade_bars=4.62 open_position=False	2026-02-10 04:38:16.614 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185852899507862377893554 avg_pnl=0.014185852899507862377893554 avg_bars=5.00 | sl: n=15 pnl=-0.765854499588771526708660086 avg_pnl=-0.0510569666392514351139106724 avg_bars=4.27 | tp: n=5 pnl=0.307388434699698392890778168 avg_pnl=0.0614776869399396785781556336 avg_bars=5.60	2026-02-10 04:38:16.615 | INFO     | __main__:main:670 - REASONS | {'sl': 15, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0015	0.0006	2026-02-10 04:38:24.768 | INFO     | __main__:main:653 - RESULT | trades=15 wins=6 losses=9 winrate=40.00% pnl_total=-0.042948464852817746771074246 max_dd=0.127634233933274372778834411 pf=0.8830923748932616516691859296 avg_win=0.054070413556951883187950233 avg_loss=0.04081899402161433843319729378 expectancy=-0.002863230990187849784738283067 avg_trade_bars=5.40 open_position=False	2026-02-10 04:38:24.767 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185419959248177716590899 avg_pnl=0.014185419959248177716590899 avg_bars=5.00 | sl: n=9 pnl=-0.367370946194529045898775644 avg_pnl=-0.04081899402161433843319729378 avg_bars=4.11 | tp: n=5 pnl=0.310237061382463121411110499 avg_pnl=0.0620474122764926242822220998 avg_bars=7.80	2026-02-10 04:38:24.768 | INFO     | __main__:main:670 - REASONS | {'sl': 9, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0020	0.0006	2026-02-10 04:38:31.323 | INFO     | __main__:main:653 - RESULT | trades=12 wins=6 losses=6 winrate=50.00% pnl_total=0.063054881345153483468704639 max_dd=0.092142105460138534453647351 pf=1.241062704871233235799383984 avg_win=0.05410422268855441706694972183 avg_loss=0.04359507579769550315549894867 expectancy=0.005254573445429456955725386583 avg_trade_bars=6.25 open_position=False	2026-02-10 04:38:31.322 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185714866473916108335943 avg_pnl=0.014185714866473916108335943 avg_bars=5.00 | sl: n=6 pnl=-0.261570454786173018932993692 avg_pnl=-0.04359507579769550315549894867 avg_bars=5.17 | tp: n=5 pnl=0.310439621264852586293362388 avg_pnl=0.0620879242529705172586724776 avg_bars=7.80	2026-02-10 04:38:31.323 | INFO     | __main__:main:670 - REASONS | {'sl': 6, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0025	0.0006	2026-02-10 04:38:38.486 | INFO     | __main__:main:653 - RESULT | trades=10 wins=6 losses=4 winrate=60.00% pnl_total=0.144335250937965756941168090 max_dd=0.098187031057739491420695588 pf=1.800570630946724723001532287 avg_win=0.05410428591039195251003212983 avg_loss=0.04507261613109648952975617225 expectancy=0.014433525093796575694116809 avg_trade_bars=7.20 open_position=False	2026-02-10 04:38:38.485 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185852899507862377819882 avg_pnl=0.014185852899507862377819882 avg_bars=5.00 | sl: n=4 pnl=-0.180290464524385958119024689 avg_pnl=-0.04507261613109648952975617225 avg_bars=7.00 | tp: n=5 pnl=0.310439862562843852682372897 avg_pnl=0.0620879725125687705364745794 avg_bars=7.80	2026-02-10 04:38:38.486 | INFO     | __main__:main:670 - REASONS | {'sl': 4, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0015	0.0010	2026-02-10 04:38:45.481 | INFO     | __main__:main:653 - RESULT | trades=15 wins=6 losses=9 winrate=40.00% pnl_total=-0.042918828852817746771074246 max_dd=0.127634233933274372778834411 pf=0.8831636201490932852817168103 avg_win=0.054070413556951883187950233 avg_loss=0.04081570113272544954430840489 expectancy=-0.002861255256854516451404949733 avg_trade_bars=5.33 open_position=False	2026-02-10 04:38:45.480 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185419959248177716590899 avg_pnl=0.014185419959248177716590899 avg_bars=5.00 | sl: n=9 pnl=-0.367341310194529045898775644 avg_pnl=-0.04081570113272544954430840489 avg_bars=4.00 | tp: n=5 pnl=0.310237061382463121411110499 avg_pnl=0.0620474122764926242822220998 avg_bars=7.80	2026-02-10 04:38:45.481 | INFO     | __main__:main:670 - REASONS | {'sl': 9, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0020	0.0010	2026-02-10 04:38:52.246 | INFO     | __main__:main:653 - RESULT | trades=12 wins=6 losses=6 winrate=50.00% pnl_total=0.063084517345153483468704639 max_dd=0.092142105460138534453647351 pf=1.241203333529093460935170178 avg_win=0.05410422268855441706694972183 avg_loss=0.04359013646436216982216561533 expectancy=0.00525704311209612362239205325 avg_trade_bars=6.17 open_position=False	2026-02-10 04:38:52.245 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185714866473916108335943 avg_pnl=0.014185714866473916108335943 avg_bars=5.00 | sl: n=6 pnl=-0.261540818786173018932993692 avg_pnl=-0.04359013646436216982216561533 avg_bars=5.00 | tp: n=5 pnl=0.310439621264852586293362388 avg_pnl=0.0620879242529705172586724776 avg_bars=7.80	2026-02-10 04:38:52.246 | INFO     | __main__:main:670 - REASONS | {'sl': 6, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0025	0.0010	2026-02-10 04:38:58.471 | INFO     | __main__:main:653 - RESULT | trades=10 wins=6 losses=4 winrate=60.00% pnl_total=0.144335250937965756941168090 max_dd=0.098187031057739491420695588 pf=1.800570630946724723001532287 avg_win=0.05410428591039195251003212983 avg_loss=0.04507261613109648952975617225 expectancy=0.014433525093796575694116809 avg_trade_bars=7.20 open_position=False	2026-02-10 04:38:58.470 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185852899507862377819882 avg_pnl=0.014185852899507862377819882 avg_bars=5.00 | sl: n=4 pnl=-0.180290464524385958119024689 avg_pnl=-0.04507261613109648952975617225 avg_bars=7.00 | tp: n=5 pnl=0.310439862562843852682372897 avg_pnl=0.0620879725125687705364745794 avg_bars=7.80	2026-02-10 04:38:58.471 | INFO     | __main__:main:670 - REASONS | {'sl': 4, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0015	0.0015	2026-02-10 04:39:04.446 | INFO     | __main__:main:653 - RESULT | trades=15 wins=6 losses=9 winrate=40.00% pnl_total=-0.042918828852817746771074246 max_dd=0.127634233933274372778834411 pf=0.8831636201490932852817168103 avg_win=0.054070413556951883187950233 avg_loss=0.04081570113272544954430840489 expectancy=-0.002861255256854516451404949733 avg_trade_bars=5.33 open_position=False	2026-02-10 04:39:04.445 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185419959248177716590899 avg_pnl=0.014185419959248177716590899 avg_bars=5.00 | sl: n=9 pnl=-0.367341310194529045898775644 avg_pnl=-0.04081570113272544954430840489 avg_bars=4.00 | tp: n=5 pnl=0.310237061382463121411110499 avg_pnl=0.0620474122764926242822220998 avg_bars=7.80	2026-02-10 04:39:04.446 | INFO     | __main__:main:670 - REASONS | {'sl': 9, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0020	0.0015	2026-02-10 04:39:10.544 | INFO     | __main__:main:653 - RESULT | trades=12 wins=6 losses=6 winrate=50.00% pnl_total=0.063084517345153483468704639 max_dd=0.092142105460138534453647351 pf=1.241203333529093460935170178 avg_win=0.05410422268855441706694972183 avg_loss=0.04359013646436216982216561533 expectancy=0.00525704311209612362239205325 avg_trade_bars=6.17 open_position=False	2026-02-10 04:39:10.543 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185714866473916108335943 avg_pnl=0.014185714866473916108335943 avg_bars=5.00 | sl: n=6 pnl=-0.261540818786173018932993692 avg_pnl=-0.04359013646436216982216561533 avg_bars=5.00 | tp: n=5 pnl=0.310439621264852586293362388 avg_pnl=0.0620879242529705172586724776 avg_bars=7.80	2026-02-10 04:39:10.544 | INFO     | __main__:main:670 - REASONS | {'sl': 6, 'tp': 5, 'be': 1}
1.0	0.25	0.4	30	0.0025	0.0015	2026-02-10 04:39:16.519 | INFO     | __main__:main:653 - RESULT | trades=10 wins=6 losses=4 winrate=60.00% pnl_total=0.144335250937965756941168090 max_dd=0.098187031057739491420695588 pf=1.800570630946724723001532287 avg_win=0.05410428591039195251003212983 avg_loss=0.04507261613109648952975617225 expectancy=0.014433525093796575694116809 avg_trade_bars=7.20 open_position=False	2026-02-10 04:39:16.518 | INFO     | __main__:backtest_csv:504 - DIAG3 | be: n=1 pnl=0.014185852899507862377819882 avg_pnl=0.014185852899507862377819882 avg_bars=5.00 | sl: n=4 pnl=-0.180290464524385958119024689 avg_pnl=-0.04507261613109648952975617225 avg_bars=7.00 | tp: n=5 pnl=0.310439862562843852682372897 avg_pnl=0.0620879725125687705364745794 avg_bars=7.80	2026-02-10 04:39:16.519 | INFO     | __main__:main:670 - REASONS | {'sl': 4, 'tp': 5, 'be': 1}
