open_time_ms,open,high,low,close,volume,close_time_ms
1770217200000,92.42000000,92.42000000,92.42000000,92.42000000,0.05500000,1770217499999
1770217500000,93.02000000,93.69000000,92.68000000,93.68000000,51.19700000,1770217799999
1770217800000,93.76000000,93.80000000,93.33000000,93.77000000,80.28400000,1770218099999
1770218100000,93.75000000,93.79000000,93.18000000,93.18000000,102.39900000,1770218399999
1770218400000,93.11000000,93.86000000,93.11000000,93.86000000,10.74100000,1770218699999
1770218700000,93.95000000,94.04000000,93.31000000,93.38000000,22.09200000,1770218999999
1770219000000,93.47000000,93.52000000,92.40000000,92.40000000,784.08200000,1770219299999
1770219300000,92.20000000,92.59000000,91.60000000,92.24000000,77.95700000,1770219599999
1770219600000,92.20000000,92.99000000,92.19000000,92.68000000,351.10600000,1770219899999
1770219900000,92.69000000,92.69000000,92.24000000,92.41000000,23.38100000,1770220199999
1770220200000,92.44000000,92.53000000,92.36000000,92.52000000,28.67400000,1770220499999
1770220500000,92.79000000,92.94000000,92.70000000,92.80000000,56.36900000,1770220799999
1770220800000,92.79000000,92.81000000,92.45000000,92.55000000,56.01800000,1770221099999
1770221100000,92.72000000,93.02000000,92.22000000,92.22000000,158.30500000,1770221399999
1770221400000,92.28000000,92.85000000,92.12000000,92.60000000,179.01400000,1770221699999
1770221700000,92.48000000,92.57000000,91.83000000,92.04000000,73.37600000,1770221999999
1770222000000,92.04000000,92.37000000,91.74000000,92.36000000,140.74400000,1770222299999
1770222300000,92.35000000,92.77000000,92.20000000,92.66000000,137.97800000,1770222599999
1770222600000,92.84000000,92.84000000,92.00000000,92.00000000,174.73400000,1770222899999
1770222900000,91.80000000,91.80000000,91.31000000,91.31000000,25.17900000,1770223199999
1770223200000,91.30000000,91.42000000,90.98000000,91.23000000,78.14900000,1770223499999
1770223500000,91.20000000,91.39000000,91.14000000,91.39000000,36.44900000,1770223799999
1770223800000,91.63000000,91.99000000,91.57000000,91.72000000,41.30200000,1770224099999
1770224100000,91.73000000,92.17000000,91.73000000,92.00000000,276.86000000,1770224399999
1770224400000,91.99000000,92.07000000,91.52000000,91.69000000,33.08700000,1770224699999
1770224700000,91.78000000,91.82000000,91.28000000,91.48000000,239.37200000,1770224999999
1770225000000,91.39000000,92.33000000,91.18000000,92.11000000,157.23900000,1770225299999
1770225300000,92.16000000,92.46000000,91.93000000,92.00000000,174.78500000,1770225599999
1770225600000,91.62000000,91.65000000,91.18000000,91.26000000,54.01200000,1770225899999
1770225900000,91.22000000,91.25000000,90.66000000,90.66000000,165.10700000,1770226199999
1770226200000,90.72000000,91.12000000,90.58000000,91.03000000,208.53900000,1770226499999
1770226500000,91.05000000,91.07000000,90.18000000,90.40000000,309.06500000,1770226799999
1770226800000,90.13000000,91.06000000,90.13000000,91.06000000,369.61800000,1770227099999
1770227100000,91.01000000,91.17000000,90.75000000,91.09000000,553.15200000,1770227399999
1770227400000,91.06000000,91.10000000,90.84000000,91.04000000,35.63600000,1770227699999
1770227700000,90.95000000,91.54000000,90.95000000,91.51000000,278.95200000,1770227999999
1770228000000,91.42000000,91.43000000,91.31000000,91.31000000,44.53600000,1770228299999
1770228300000,91.05000000,91.28000000,90.52000000,90.52000000,126.45200000,1770228599999
1770228600000,90.45000000,91.23000000,90.45000000,90.82000000,39.40200000,1770228899999
1770228900000,90.60000000,90.97000000,90.54000000,90.80000000,37.27400000,1770229199999
1770229200000,90.98000000,91.00000000,90.53000000,90.53000000,57.38100000,1770229499999
1770229500000,90.53000000,91.73000000,90.53000000,91.73000000,30.37700000,1770229799999
1770229800000,91.76000000,91.76000000,91.53000000,91.61000000,46.49600000,1770230099999
1770230100000,92.06000000,92.62000000,91.74000000,92.61000000,42.50800000,1770230399999
1770230400000,92.56000000,93.07000000,92.44000000,93.03000000,83.84000000,1770230699999
1770230700000,93.06000000,93.06000000,92.36000000,92.54000000,250.36600000,1770230999999
1770231000000,92.36000000,92.56000000,92.25000000,92.46000000,42.13800000,1770231299999
1770231300000,92.42000000,92.60000000,92.31000000,92.31000000,168.79300000,1770231599999
1770231600000,92.29000000,93.89000000,92.28000000,93.89000000,68.99200000,1770231899999
1770231900000,93.63000000,93.63000000,93.42000000,93.42000000,38.96100000,1770232199999
1770232200000,93.71000000,93.96000000,93.69000000,93.75000000,97.90200000,1770232499999
1770232500000,94.03000000,94.38000000,93.91000000,93.91000000,30.66400000,1770232799999
1770232800000,93.81000000,93.81000000,93.40000000,93.61000000,28.83200000,1770233099999
1770233100000,93.70000000,93.70000000,93.36000000,93.39000000,32.72300000,1770233399999
1770233400000,93.37000000,93.72000000,93.35000000,93.64000000,277.38100000,1770233699999
1770233700000,93.67000000,93.97000000,93.67000000,93.78000000,19.23900000,1770233999999
1770234000000,93.71000000,94.02000000,93.71000000,94.02000000,10.51600000,1770234299999
1770234300000,94.04000000,94.62000000,94.04000000,94.40000000,70.90300000,1770234599999
1770234600000,94.29000000,94.56000000,93.95000000,94.37000000,23.99200000,1770234899999
1770234900000,94.35000000,94.52000000,94.27000000,94.48000000,29.43500000,1770235199999
1770235200000,94.26000000,94.41000000,94.08000000,94.08000000,8.75600000,1770235499999
1770235500000,94.00000000,94.18000000,93.70000000,93.79000000,360.33300000,1770235799999
1770235800000,93.70000000,93.75000000,93.58000000,93.75000000,8.90600000,1770236099999
1770236100000,93.68000000,94.08000000,93.68000000,94.00000000,200.99300000,1770236399999
1770236400000,94.09000000,94.19000000,93.99000000,93.99000000,4.92000000,1770236699999
1770236700000,93.79000000,93.80000000,93.40000000,93.40000000,174.52900000,1770236999999
1770237000000,93.35000000,93.48000000,93.15000000,93.48000000,187.84000000,1770237299999
1770237300000,93.38000000,93.44000000,93.25000000,93.44000000,120.87100000,1770237599999
1770237600000,93.46000000,93.46000000,93.33000000,93.33000000,20.42700000,1770237899999
1770237900000,93.24000000,93.34000000,93.16000000,93.34000000,32.71500000,1770238199999
1770238200000,93.13000000,93.14000000,93.02000000,93.10000000,514.08200000,1770238499999
1770238500000,93.21000000,93.26000000,93.16000000,93.26000000,122.11000000,1770238799999
1770238800000,93.24000000,93.26000000,92.83000000,93.05000000,197.91900000,1770239099999
1770239100000,93.05000000,93.11000000,92.48000000,92.48000000,386.28300000,1770239399999
1770239400000,92.40000000,92.83000000,92.40000000,92.80000000,24.70600000,1770239699999
1770239700000,92.88000000,92.88000000,92.24000000,92.24000000,14.44900000,1770239999999
1770240000000,92.23000000,92.26000000,91.90000000,91.90000000,46.69700000,1770240299999
1770240300000,91.90000000,92.06000000,91.70000000,92.06000000,229.82300000,1770240599999
1770240600000,92.03000000,92.40000000,92.02000000,92.28000000,14.54000000,1770240899999
1770240900000,92.28000000,92.43000000,92.21000000,92.30000000,6.51300000,1770241199999
1770241200000,92.32000000,92.33000000,91.44000000,91.44000000,34.46400000,1770241499999
1770241500000,91.34000000,91.41000000,90.90000000,90.90000000,57.78200000,1770241799999
1770241800000,90.94000000,91.13000000,90.77000000,90.77000000,9.27400000,1770242099999
1770242100000,90.94000000,91.32000000,90.80000000,91.28000000,120.53800000,1770242399999
1770242400000,91.31000000,91.34000000,90.37000000,90.37000000,138.96700000,1770242699999
1770242700000,90.27000000,90.31000000,89.61000000,89.90000000,336.64000000,1770242999999
1770243000000,89.92000000,90.17000000,89.89000000,90.17000000,15.63000000,1770243299999
1770243300000,90.72000000,90.92000000,90.71000000,90.77000000,36.83500000,1770243599999
1770243600000,90.92000000,92.28000000,90.92000000,92.10000000,881.11700000,1770243899999
1770243900000,92.52000000,92.55000000,92.10000000,92.55000000,22.50500000,1770244199999
1770244200000,92.48000000,92.81000000,92.30000000,92.42000000,18.19000000,1770244499999
1770244500000,92.64000000,92.64000000,91.90000000,92.10000000,40.85900000,1770244799999
1770244800000,92.22000000,92.25000000,91.16000000,91.16000000,117.25200000,1770245099999
1770245100000,91.14000000,91.73000000,91.14000000,91.42000000,17.25900000,1770245399999
1770245400000,91.27000000,91.35000000,91.14000000,91.14000000,21.36200000,1770245699999
1770245700000,91.19000000,91.35000000,90.69000000,90.87000000,1011.73800000,1770245999999
1770246000000,90.75000000,90.94000000,90.53000000,90.56000000,9.99200000,1770246299999
1770246300000,90.46000000,90.78000000,90.30000000,90.77000000,29.35000000,1770246599999
1770246600000,90.69000000,90.89000000,90.69000000,90.89000000,136.83800000,1770246899999
1770246900000,90.93000000,91.80000000,90.79000000,91.75000000,166.49600000,1770247199999
1770247200000,91.40000000,91.83000000,91.14000000,91.83000000,198.18100000,1770247499999
1770247500000,91.99000000,92.07000000,91.94000000,92.07000000,29.50100000,1770247799999
1770247800000,92.13000000,92.48000000,92.13000000,92.48000000,15.83100000,1770248099999
1770248100000,92.32000000,92.89000000,92.32000000,92.89000000,55.84400000,1770248399999
1770248400000,92.80000000,92.80000000,92.42000000,92.58000000,214.38900000,1770248699999
1770248700000,92.58000000,92.64000000,92.54000000,92.60000000,541.17500000,1770248999999
1770249000000,92.49000000,92.51000000,92.21000000,92.45000000,516.40200000,1770249299999
1770249300000,92.09000000,92.20000000,92.05000000,92.12000000,289.87300000,1770249599999
1770249600000,92.11000000,92.13000000,92.04000000,92.06000000,189.73600000,1770249899999
1770249900000,92.06000000,92.33000000,92.02000000,92.15000000,460.58300000,1770250199999
1770250200000,92.11000000,92.29000000,91.91000000,91.91000000,461.78800000,1770250499999
1770250500000,91.92000000,92.21000000,91.92000000,92.17000000,375.70000000,1770250799999
1770250800000,92.17000000,92.44000000,92.17000000,92.26000000,436.78100000,1770251099999
1770251100000,92.22000000,92.71000000,92.22000000,92.70000000,513.11000000,1770251399999
1770251400000,92.63000000,92.63000000,91.67000000,91.67000000,730.07300000,1770251699999
1770251700000,91.70000000,91.82000000,91.41000000,91.74000000,431.92500000,1770251999999
1770252000000,91.82000000,92.15000000,91.82000000,91.95000000,901.87200000,1770252299999
1770252300000,91.92000000,91.99000000,91.75000000,91.98000000,571.49800000,1770252599999
1770252600000,92.00000000,92.08000000,91.81000000,91.83000000,589.39100000,1770252899999
